DATA_LANCAMENTO_OBRA;TITULO_ORIGINAL;CPB_ROE;TIPO_OBRA;PAIS_OBRA;PUBLICO_TOTAL;RENDA_TOTAL;RAZAO_SOCIAL_DISTRIBUIDORA;REGISTRO_DISTRIBUIDORA;CNPJ_DISTRIBUIDORA
17/09/2010;BAARÌA;E1600540600000;FICÇÃO;FRANÇA;28092;R$ 266.940,16;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
17/09/2010;HADEWIJCH;E1600588400000;FICÇÃO;FRANÇA;6971;R$ 74.307,47;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
17/09/2010;LÉO E BIA;B1001182400000;FICÇÃO;BRASIL;3888;R$ 21.222,12;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;506;28.026.565/0001-67
17/09/2010;NANNY MCPHEE AND THE BIG BANG;E1402612200000;FICÇÃO;ESTADOS UNIDOS;197930;R$ 1.593.628,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
17/09/2010;NETTO E O DOMADOR DE CAVALOS;B0600623600000;FICÇÃO;BRASIL;2822;R$ 21.042,50;WALPER RUAS PRODUÇÕES LTDA;1572;05.456.798/0001-02
17/09/2010;RESIDENT EVIL: AFTERLIFE;E1600410800000;FICÇÃO;CANADÁ;1430951;R$ 16.399.171,76;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
17/09/2010;SOBERANO - SEIS VEZES SÃO PAULO;B1001271700000;DOCUMENTÁRIO;BRASIL;35212;R$ 346.702,85;G7 INVESTIMENTOS E PARTICIPAÇÕOES LTDA;5341;07.139.247/0001-32
17/09/2010;TERRAS;B1001162900000;DOCUMENTÁRIO;BRASIL;903;R$ 6.782,21;VITRINE FILMES LTDA;16713;11.620.976/0001-83
17/09/2010;THE SWITCH;E1500426700000;FICÇÃO;ESTADOS UNIDOS;353349;R$ 3.441.972,50;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
10/09/2010;BATTLE FOR TERRA;E1600552900000;ANIMAÇÃO;ESTADOS UNIDOS;12761;R$ 125.529,56;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
10/09/2010;GOING THE DISTANCE;E1600541900000;FICÇÃO;CANADÁ;286200;R$ 2.701.422,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
10/09/2010;HOT TUB TIME MACHINE;E1500429100000;FICÇÃO;CANADÁ;121437;R$ 1.113.713,80;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
10/09/2010;LE REFUGE;E1600600400000;FICÇÃO;FRANÇA;7964;R$ 73.847,65;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
10/09/2010;SOLOMON KANE;E1600401700000;FICÇÃO;FRANÇA;133656;R$ 1.094.174,14;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
03/09/2010;B1;B1001164600000;DOCUMENTÁRIO;BRASIL;679;R$ 7.002,00;SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA);1132;01.216.636/0001-38
03/09/2010;CATS AND DOGS 2: THE REVENGE OF KITTY GALORE;E1600541000000;FICÇÃO;AUSTRÁLIA;565031;R$ 6.264.290,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
03/09/2010;ENFIN VEUVE;E1600582500000;FICÇÃO;FRANÇA;39776;R$ 359.890,58;CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE;333;01.368.016/0001-14
03/09/2010;NAPOLI, NAPOLI, NAPOLI;E1600609000000;FICÇÃO;ITÁLIA;2394;R$ 27.195,00;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
03/09/2010;NOSSO LAR;B1001259400000;FICÇÃO;BRASIL;4060304;R$ 36.126.083,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
03/09/2010;NOSSO LAR;B1001259400000;FICÇÃO;BRASIL;24812;R$ 313.800,32;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
03/09/2010;PROGRAMA CASÉ;B1001257100000;DOCUMENTÁRIO;BRASIL;2346;R$ 17.017,00;SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA);1132;01.216.636/0001-38
03/09/2010;REC 2;E1600619800000;FICÇÃO;ESPANHA;77177;R$ 689.659,59;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
27/08/2010;BELLINI E O DEMÔNIO;B0901126600000;FICÇÃO;BRASIL;1661;R$ 14.122,00;SANTA FÉ 1900 FILMES LTDA;782;01.097.887/0001-40
27/08/2010;CINCO VEZES FAVELA, AGORA POR ELES MESMOS;B1001180900000;FICÇÃO;BRASIL;160573;R$ 1.365.197,66;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
27/08/2010;FLUIDOS;B1001205200000;FICÇÃO;BRASIL;342;R$ 2.854,00;CINEMATOGRÁFICA POLIFILMES LTDA-ME;2550;60.469.871/0001-80
27/08/2010;KARATE KID, THE;E1300000100000;FICÇÃO;ESTADOS UNIDOS;2104863;R$ 17.682.265,01;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
27/08/2010;KILLERS;E1500426300000;FICÇÃO;ESTADOS UNIDOS;442959;R$ 4.247.871,50;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
20/08/2010;BAL;E1600552500000;FICÇÃO;ALEMANHA;23301;R$ 205.421,84;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
20/08/2010;CABEÇA A PRÊMIO;B1001260400000;FICÇÃO;BRASIL;11707;R$ 94.037,12;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
20/08/2010;COCO CHANEL & IGOR STRAVISNSKY;E1500668100000;FICÇÃO;FRANÇA;56018;R$ 547.205,82;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
20/08/2010;THE CRAZIES;E1500429200000;FICÇÃO;ESTADOS UNIDOS;21417;R$ 183.717,10;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
20/08/2010;THE LAST AIRBENDER;E1600215900000;FICÇÃO;ESTADOS UNIDOS;1568702;R$ 16.362.849,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
13/08/2010;MOTHER & CHILD;E1600544900000;FICÇÃO;ESPANHA;24051;R$ 251.639,41;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
13/08/2010;SORCERER'S APPRENTICE, THE;E1402766100000;FICÇÃO;ESTADOS UNIDOS;1014740;R$ 8.474.678,58;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
13/08/2010;THE EXPENDABLES;E1600633100000;FICÇÃO;ESTADOS UNIDOS;1066176;R$ 9.599.652,93;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
13/08/2010;WATERCOLORS;E1600639600000;FICÇÃO;ESTADOS UNIDOS;1938;R$ 16.203,80;ALBERTO BITELLI INTERNATIONAL FILMS LTDA;136;54.881.404/0001-60
09/08/2010;REFLEXÕES DE UM LIQUIDIFICADOR;B1001172900000;FICÇÃO;BRASIL;25495;R$ 179.553,88;BRAS FILMES LTDA;319;02.920.962/0001-94
06/08/2010;400 CONTRA 1;B1001259800000;FICÇÃO;BRASIL;127450;R$ 1.078.111,22;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
06/08/2010;DESPICABLE ME;E1402519900000;ANIMAÇÃO;ESTADOS UNIDOS;2425539;R$ 23.424.331,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
06/08/2010;DESPICABLE ME;E1402519900000;ANIMAÇÃO;ESTADOS UNIDOS;1233;R$ 12.283,50;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;33787;24.810.280/0001-61
06/08/2010;INCEPTION;E1500095500000;FICÇÃO;ESTADOS UNIDOS;1780406;R$ 17.467.522,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
06/08/2010;THE STRANGER IN ME;E1600632100000;FICÇÃO;ALEMANHA;6454;R$ 58.086,50;MOSTRA INTERNACIONAL DE CINEMA LTDA;1797;52.009.305/0001-68
06/08/2010;THEN SHE FOUND ME;E1600636800000;FICÇÃO;ESTADOS UNIDOS;34642;R$ 364.836,20;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
30/07/2010;GAKE NO EU NO PONYO;E1600584200000;ANIMAÇÃO;JAPÃO;39711;R$ 302.345,72;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
30/07/2010;LE DERNIER POUR LA ROUTE;E1600601000000;FICÇÃO;FRANÇA;9698;R$ 89.121,68;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
30/07/2010;SALT;E1600621400000;FICÇÃO;ESTADOS UNIDOS;1433588;R$ 12.931.664,99;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
30/07/2010;TODO PODEROSO: O FILME - 100 ANOS DE TIMÃO;B1001251100000;DOCUMENTÁRIO;BRASIL;1437;R$ 16.505,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
30/07/2010;UMA NOITE EM 67;B1001229000000;DOCUMENTÁRIO;BRASIL;82258;R$ 760.684,91;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;276;31.179.864/0001-46
23/07/2010;O BEM AMADO;B1001236300000;FICÇÃO;BRASIL;955444;R$ 8.393.718,36;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
23/07/2010;PREDATORS;E1500234200000;FICÇÃO;ESTADOS UNIDOS;406029;R$ 3.574.161,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
23/07/2010;VINCERE;E1500793000000;FICÇÃO;FRANÇA;48044;R$ 472.987,97;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
16/07/2010;DEATH PROOF;E1600588000000;FICÇÃO;ESTADOS UNIDOS;83354;R$ 835.243,72;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
16/07/2010;DZI CROQUETTES;B1001211600000;DOCUMENTÁRIO;BRASIL;24412;R$ 230.771,21;RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.;11868;08.346.733/0001-94
16/07/2010;KNIGHT AND DAY;E1600593300000;FICÇÃO;ESTADOS UNIDOS;1683065;R$ 15.262.450,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
16/07/2010;O GRÃO;B0700799200000;FICÇÃO;BRASIL;1805;R$ 12.227,75;USINA DIGITAL DISTRIBUIDORA DE FILMES LTDA;4591;04.236.555/0001-98
09/07/2010;COLD SOULS;E1600557600000;FICÇÃO;ESTADOS UNIDOS;16686;R$ 161.833,91;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
09/07/2010;SHREK FOREVER AFTER;E1600623400000;ANIMAÇÃO;ESTADOS UNIDOS;7368374;R$ 70.471.835,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
02/07/2010;15 ANS ET DEMI;E1600546300000;FICÇÃO;FRANÇA;18100;R$ 168.197,84;CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE;333;01.368.016/0001-14
02/07/2010;LE PETIT NICOLAS;E1600600300000;FICÇÃO;FRANÇA;156908;R$ 1.467.970,84;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
02/07/2010;VITTORIO D;E1600639000000;DOCUMENTÁRIO;ITÁLIA;4622;R$ 37.142,90;SERENDIP FILMES LTDA;4626;06.911.780/0001-08
30/06/2010;MORGUE STORY - SANGUE, BAIACU E QUADRINHOS;B0901023600000;FICÇÃO;BRASIL;1205;R$ 6.908,00;MORO COMUNICACAO LTDA;5224;03.827.382/0001-10
30/06/2010;THE TWILIGHT SAGA: ECLIPSE;E1500804900000;FICÇÃO;ESTADOS UNIDOS;6199328;R$ 52.876.485,94;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
25/06/2010;BRIGHT STAR;E1500732800000;FICÇÃO;AUSTRÁLIA;84205;R$ 764.978,04;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
25/06/2010;DESERT FLOWER;E1600562600000;FICÇÃO;INGLATERRA;38585;R$ 368.348,46;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
22/06/2010;THE BIG FOUR;E1300000100000;NÃO CLASSIFICADA;BULGÁRIA;4068;R$ 122.212,80;RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA;13613;07.949.581/0001-51
18/06/2010;A PROPHET;E1600549200000;FICÇÃO;FRANÇA;32079;R$ 293.131,41;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
18/06/2010;KICK-ASS;E1402579500000;FICÇÃO;ESTADOS UNIDOS;53176;R$ 498.571,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
18/06/2010;O ABRAÇO CORPORATIVO;B1001203400000;DOCUMENTÁRIO;BRASIL;929;R$ 8.588,00;IDÉIAFORTE COMUNICAÇÕES LTDA;15995;05.319.185/0001-15
18/06/2010;PATRIK 1,5;E1600612400000;FICÇÃO;SUÉCIA;12305;R$ 110.201,74;ALBERTO BITELLI INTERNATIONAL FILMS LTDA;136;54.881.404/0001-60
18/06/2010;THE GREATEST;E1600630400000;FICÇÃO;ESTADOS UNIDOS;38706;R$ 366.261,43;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
18/06/2010;THE YOUNG VICTORIA;E1600629200000;FICÇÃO;ESTADOS UNIDOS;97687;R$ 948.900,65;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
18/06/2010;TOY STORY 3;E1500326100000;ANIMAÇÃO;ESTADOS UNIDOS;4353562;R$ 42.387.443,16;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
11/06/2010;HALF MOON;E1600588500000;FICÇÃO;FRANÇA;2189;R$ 15.308,60;CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE;333;01.368.016/0001-14
11/06/2010;LETTERS TO JULIET;E1600176100000;FICÇÃO;ESTADOS UNIDOS;344521;R$ 3.299.864,91;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
11/06/2010;NINA'S HEAVENLY DELIGHTS;E1600609500000;FICÇÃO;REINO UNIDO;2745;R$ 23.889,46;SERENDIP FILMES LTDA;4626;06.911.780/0001-08
11/06/2010;THE A-TEAM;E1600262800000;FICÇÃO;ESTADOS UNIDOS;423206;R$ 3.791.708,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
11/06/2010;THE BACK-UP PLAN;E1600633200000;FICÇÃO;ESTADOS UNIDOS;660838;R$ 6.156.605,25;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
11/06/2010;THE LAST SONG;E1600470000000;FICÇÃO;ESTADOS UNIDOS;22924;R$ 194.935,75;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
04/06/2010;ELEVADO 3.5;B0700747100000;DOCUMENTÁRIO;BRASIL;886;R$ 8.118,00;SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA);1132;01.216.636/0001-38
04/06/2010;I LOVE YOU PHILLIP MORRIS;E1500441300000;FICÇÃO;FRANÇA;196296;R$ 1.932.708,93;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
04/06/2010;MARMADUKE;E1600607600000;FICÇÃO;ESTADOS UNIDOS;255182;R$ 1.801.729,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
04/06/2010;PRINCE OF PERSIA: THE SANDS OF TIME;E1500449500000;FICÇÃO;ESTADOS UNIDOS;1989228;R$ 17.735.404,25;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
04/06/2010;PUISQUE NOUS SOMMES NÉS;E1600613900000;DOCUMENTÁRIO;FRANÇA;1190;R$ 6.099,50;PIPA NATIVA PRODUÇÃO CULTURAL LTDA;5467;05.933.574/0001-36
04/06/2010;SOUTH OF THE BORDER;E1600546000000;DOCUMENTÁRIO;ESTADOS UNIDOS;5781;R$ 45.023,33;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
28/05/2010;ALMA DO OSSO, A;B0400104300000;DOCUMENTÁRIO;BRASIL;453;R$ 3.955,71;FILMES DO RIO DE JANEIRO LTDA.;1517;68.780.527/0001-10
28/05/2010;EM TEU NOME;B0901062900000;FICÇÃO;BRASIL;47413;R$ 203.675,61;ACCORDE PRODUÇÕES DE AUDIOVISUAIS LTDA;15766;10.878.724/0001-96
28/05/2010;FROZEN;E1500819400000;FICÇÃO;ESTADOS UNIDOS;47985;R$ 425.597,28;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
28/05/2010;OLHOS AZUIS - FILME (OLHOS AZUIS);B0901121700000;FICÇÃO;BRASIL;15499;R$ 133.821,87;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
28/05/2010;SEX AND THE CITY 2;E1600545600000;FICÇÃO;ESTADOS UNIDOS;559993;R$ 5.708.098,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
28/05/2010;THE GHOST WRITER;E1600632000000;FICÇÃO;FRANÇA;119720;R$ 1.289.039,22;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
28/05/2010;THE GOODS - LIVE HARD, SELL HARD;E1600630200000;FICÇÃO;ESTADOS UNIDOS;7801;R$ 78.918,66;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
21/05/2010;"""SOLO""";B0901120600000;FICÇÃO;BRASIL;986;R$ 8.970,00;SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA);1132;01.216.636/0001-38
21/05/2010;AO SUL DE SETEMBRO;B0500378700000;FICÇÃO;BRASIL;125;R$ 1.289,00;CINEMATOGRÁFICA POLIFILMES LTDA-ME;2550;60.469.871/0001-80
21/05/2010;CLASH OF TITANS;E1500296900000;FICÇÃO;ESTADOS UNIDOS;2502709;R$ 28.459.279,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
21/05/2010;DEUX DE LA VAGUE;E1600562700000;DOCUMENTÁRIO;FRANÇA;5096;R$ 54.354,70;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
21/05/2010;FURRY VENGEANCE;E1600092000000;FICÇÃO;EMIRADOS ÁRABES UNIDOS;96924;R$ 751.905,24;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
21/05/2010;QUINCAS BERRO DÁGUA;B1001188500000;FICÇÃO;BRASIL;273031;R$ 2.125.919,72;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
14/05/2010;ANTES QUE O MUNDO ACABE;B0901121200000;FICÇÃO;BRASIL;32324;R$ 218.322,12;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
14/05/2010;BELLE TOUJOURS;E1500325400000;FICÇÃO;PORTUGAL;11502;R$ 95.205,00;MOSTRA INTERNACIONAL DE CINEMA LTDA;1797;52.009.305/0001-68
14/05/2010;CHLOE;E1600556900000;FICÇÃO;ESTADOS UNIDOS;115208;R$ 1.064.831,07;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
14/05/2010;EXTRACT;E1600582900000;FICÇÃO;ESTADOS UNIDOS;7337;R$ 63.985,53;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
14/05/2010;MADEMOISELLE CHAMBON;E1600606900000;FICÇÃO;FRANÇA;37177;R$ 343.141,76;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
14/05/2010;MILLENNIUM: PART 1 - MEN WHO HATE WOMEN;E1500453200000;FICÇÃO;DINAMARCA;43693;R$ 414.012,60;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
14/05/2010;PECADOS DE MI PADRE;E1600612600000;DOCUMENTÁRIO;COLÔMBIA;533;R$ 5.075,19;SERENDIP FILMES LTDA;4626;06.911.780/0001-08
14/05/2010;ROBIN HOOD;E1402599200000;FICÇÃO;ESTADOS UNIDOS;1543953;R$ 14.265.925,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
07/05/2010;DEAR JOHN;E1600562000000;FICÇÃO;ESTADOS UNIDOS;48588;R$ 448.200,50;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
07/05/2010;L'ENFER D'HENRI-GEORGES CLOUZOT;E1600599800000;DOCUMENTÁRIO;FRANÇA;2073;R$ 22.730,29;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
07/05/2010;LIGHTS IN THE DUSK;E1600544600000;FICÇÃO;ALEMANHA;3449;R$ 26.986,20;CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE;333;01.368.016/0001-14
07/05/2010;NIGHTMARE ON ELM STREET;E1600609400000;FICÇÃO;ESTADOS UNIDOS;336147;R$ 2.832.240,06;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
07/05/2010;SEGURANÇA NACIONAL;B1001182000000;FICÇÃO;BRASIL;37410;R$ 285.368,77;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
07/05/2010;THE IMAGINARIUM OF DR PARNASSUS;E1600632400000;FICÇÃO;FRANÇA;30700;R$ 289.245,91;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
07/05/2010;THE SPY NEXT DOOR;E1500426100000;FICÇÃO;ESTADOS UNIDOS;149667;R$ 1.202.232,56;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
07/05/2010;VIAJO PORQUE PRECISO, VOLTO PORQUE TE AMO;B0901083500000;FICÇÃO;BRASIL;26623;R$ 243.332,20;SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA);1132;01.216.636/0001-38
30/04/2010;A CASA VERDE;B0901007400000;FICÇÃO;BRASIL;42954;R$ 128.184,94;ACCORDE PRODUÇÕES DE AUDIOVISUAIS LTDA;15766;10.878.724/0001-96
30/04/2010;IRON MAN 2;E1500931800000;FICÇÃO;ESTADOS UNIDOS;3227105;R$ 28.358.980,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
30/04/2010;WHATEVER WORKS;E1600639800000;FICÇÃO;ESTADOS UNIDOS;265175;R$ 2.861.201,00;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
23/04/2010;ALICE IN WONDERLAND;E1500291700000;FICÇÃO;ESTADOS UNIDOS;4345096;R$ 47.934.619,84;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
23/04/2010;COCO;E1600557300000;FICÇÃO;FRANÇA;3054;R$ 32.355,19;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
23/04/2010;DEPOIS DE ONTEM ANTES DE AMANHÃ;B0901099400000;DOCUMENTÁRIO;BRASIL;85;R$ 908,00;VEGA FILMES LTDA;11995;07.820.299/0001-70
23/04/2010;LISSI AND THE WILD EMPEROR;E1600544800000;ANIMAÇÃO;ALEMANHA;7572;R$ 57.575,03;SERENDIP FILMES LTDA;4626;06.911.780/0001-08
23/04/2010;SONHOS ROUBADOS;B1001160300000;FICÇÃO;BRASIL;28785;R$ 200.908,08;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
23/04/2010;THE ROAD;E1600629000000;FICÇÃO;ESTADOS UNIDOS;62223;R$ 554.160,33;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
23/04/2010;UTOPIA E BARBÁRIE;B1001187000000;DOCUMENTÁRIO;BRASIL;10068;R$ 76.970,74;CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.;854;27.651.181/0001-72
21/04/2010;DOCE BRASIL HOLANDÊS;B1001189100000;DOCUMENTÁRIO;BRASIL;2115;R$ 10.253,00;M. SCHMIEDT PRODUÇÕES LTDA;983;86.777.331/0001-58
16/04/2010;AS MELHORES COISAS DO MUNDO;B1001172500000;FICÇÃO;BRASIL;300560;R$ 2.258.009,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
16/04/2010;GREEN ZONE;E1402612100000;FICÇÃO;ESTADOS UNIDOS;85928;R$ 894.376,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
16/04/2010;MARY AND MAX;E1600443800000;ANIMAÇÃO;AUSTRÁLIA;32313;R$ 291.803,76;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
16/04/2010;ONDE ANDARÁ DULCE VEIGA?;B0700801600000;FICÇÃO;BRASIL;4577;R$ 35.705,44;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
16/04/2010;ONDE ANDARÁ DULCE VEIGA?;B0700801600000;FICÇÃO;BRASIL;2500;R$ 7.500,00;RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.;11792;08.331.280/0001-22
16/04/2010;THE BOUNTY HUNTER;E1600090800000;FICÇÃO;ESTADOS UNIDOS;627092;R$ 5.785.284,25;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
16/04/2010;THE BURNING PLAN;E1600634400000;FICÇÃO;ESTADOS UNIDOS;20230;R$ 180.524,48;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
09/04/2010;BRIDESDHEAD REVISITED;E1600553600000;FICÇÃO;REINO UNIDO;4103;R$ 37.202,00;RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA;13613;07.949.581/0001-51
09/04/2010;CASE 39;E1500908500000;FICÇÃO;CANADÁ;205927;R$ 1.808.762,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
09/04/2010;DATE NIGHT;E1600091400000;FICÇÃO;ESTADOS UNIDOS;714193;R$ 6.610.999,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
09/04/2010;DISCO;E1600563400000;FICÇÃO;FRANÇA;1609;R$ 14.196,49;CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE;333;01.368.016/0001-14
09/04/2010;FROM PARIS WITH LOVE;E1600583900000;FICÇÃO;FRANÇA;258715;R$ 2.279.508,60;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
09/04/2010;RITA CADILLAC, A LADY DO POVO;B0700745800000;DOCUMENTÁRIO;BRASIL;2891;R$ 26.515,10;SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA);1132;01.216.636/0001-38
09/04/2010;WELCOME TO THE STICKS;E1600637300000;FICÇÃO;FRANÇA;10737;R$ 101.513,24;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
02/04/2010;BAKJWI;E1500881300000;FICÇÃO;CORÉIA DO SUL;3202;R$ 26.772,00;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
